Source Country,Name,Field Of Influence,Generation,Influence,Description
Mexico,Elida Reyna Y Avante,Arts/Entertainment,Second Generation or Higher,52748,Elida Reyna also known as Elida  is an American Tejano music singer
Mexico,Lita Grey,Arts/Entertainment,Second Generation or Higher,52540,"Lita Grey , who was known for most of her life as Lita Grey Chaplin, was an American actress and the second wife of Charlie Chaplin"
Mexico,Lorna Dee Cervantes,Literature,Second Generation or Higher,52528,"Lorna Dee Cervantes  is an award-winning Chicana, Native American , feminist, activist poet who is considered one of the major Chicana poets of the past 40 years"
Mexico,Susan Kohner,Arts/Entertainment,First Generation,52511,Susan Kohner  is an American actress who worked in film and television
Mexico,Aimee Garcia,Arts/Entertainment,First Generation,52507,"Aimee Garcia  is an American actress, known for her roles as Veronica Palmero on the sitcom George Lopez and Jamie Batista on the Showtime drama Dexter"
Mexico,Carlos R. Moreno,Government,First Generation,52402,Carlos Roberto Moreno  is a Mexican-American jurist who is the United States Ambassador to Belize
Mexico,Alfred Valenzuela,Government,Second Generation or Higher,52332,"Alfred A  Valenzuela is a retired United States Army major general who commanded United States Army South  at Fort Buchanan, Puerto Rico"
Mexico,Toney Anaya,Government,First Generation,52314,
Mexico,Lil Rob,Arts/Entertainment,Second Generation or Higher,52063,
Mexico,Ricardo Cruz,Activists,Second Generation or Higher,52039,"Ricardo Cruz , aka Richard V"
Mexico,Manny Tapia,Sports,Second Generation or Higher,52027,Manny Tapia  is an American professional mixed martial arts fighter currently competing in the Bantamweight division
Mexico,Mando Guerrero,Sports,First Generation,51878,"Armando Guerrero Llanes , better known as Mando Guerrero, is a retired Mexican born American professional wrestler"
Mexico,Elizabeth Rodriguez,Arts/Entertainment,Second Generation or Higher,51838,"Elizabeth Rodriguez is an American actress, a Tony Award nominee and Outer Critics Circle winner for her role on Broadway in Stephen Adly Guirgis's ""The Motherf*cker with the Hat"", and a member of NYC's acclaimed Labyrinth Theater Company"
Mexico,Manuel Perez Jr.,Government,Second Generation or Higher,51555,"Private First Class Manuel P_rez, Jr"
Mexico,Lady Victoria,Sports,Second Generation or Higher,51511,"Victoria Ann Moreno , better known by her ring name Lady Victoria, is an American professional wrestler/luchadora, manager/valet, and actress"
Mexico,Jacob Vargas,Arts/Entertainment,Second Generation or Higher,51424,Jacob Vargas  is a Mexican born American actor
Mexico,Eddie Saenz,Sports,Second Generation or Higher,51351,Edwin Matthew Saenz  was an American football running back for the Washington Redskins of the National Football League
Mexico,Jade Esteban Estrada,Arts/Entertainment,Second Generation or Higher,51347,"Jade Esteban Estrada  is a successful Latin pop singer, comedian, burlesque performer, choreographer, actor, journalist, political commentator, and human rights activist"
Mexico,Paul Stoll,Sports,First Generation,51315,Paul Michael Stoll  is an American-born professional basketball player who plays for Halcones Rojos Veracruz of Mexico's Liga Nacional de Baloncesto Profesional
Mexico,Augie Ojeda,Sports,Second Generation or Higher,51288,"Octavio ""Augie"" Ojeda  is an American former professional baseball infielder"
Mexico,Joshua Kadison,Arts/Entertainment,Second Generation or Higher,51206,"Joshua Kadison  is an American singer-songwriter, pianist, and writer"
Mexico,Sam the Sham,Arts/Entertainment,Second Generation or Higher,51130,"Domingo ""Sam"" Samudio , better known by his stage name Sam the Sham, is a retired American rock and roll singer"
Mexico,Natalia Livingston,Arts/Entertainment,Second Generation or Higher,51099,Natalia Livingston  is an American actress
Mexico,Tessa Thompson,Arts/Entertainment,Second Generation or Higher,50987,Tessa Lynne Thompson  is an American actress
Mexico,Everett Alvarez Jr.,Government,Second Generation or Higher,50826,Everett Alvarez Jr   is a former U
Mexico,William A. Fraker,Arts/Entertainment,Second Generation or Higher,50799,
Mexico,Rolando Hinojosa,Literature,Second Generation or Higher,50761,"Rolando Hinojosa  is a novelist, essayist, poet and the Ellen Clayton Garwood professor in the English Department at the University of Texas at Austin"
Mexico,Ester Hernandez,Arts/Entertainment,Second Generation or Higher,50638,"Ester Hernˆndez  is a San Francisco-based Chicana visual artist best known for her pastels, paintings, and prints of Chicana/Latina women"
Mexico,Miguel Keith,Government,Second Generation or Higher,50583,Miguel Keith  was a United States Marine who posthumously received the United States's highest military decoration ã the Medal of Honor for heroism in Vietnam in May 1970
Mexico,Louis Febre,Arts/Entertainment,First Generation,50579,"Louis Febre  is a Mexican born composer, best known for his work on the television series Smallville"
Mexico,Marcos Curiel,Arts/Entertainment,Second Generation or Higher,50576,Marcos Curiel  is the guitarist of rock bands P
Mexico,Roberto De La Rocha,Arts/Entertainment,First Generation,50537,"Robert Isaac ""Beto"" de la Rocha  is an American painter, graphic artist, and muralist"
Mexico,Alejandro Guido,Sports,Second Generation or Higher,50410,Alejandro Eugenio Guido P_rez  is an American soccer player who plays for Club Tijuana in Liga MX as an attacking midfielder
Mexico,Arturo Islas,Academia/Science,First Generation,50409,
Mexico,Andrew Martinez,Arts/Entertainment,Second Generation or Higher,50336,"Luis Andrew Martinez  commonly known as Andrew Martinez, was an activist who was known at the University of California, Berkeley as the Naked Guy"
Mexico,Olga Appell,Sports,Second Generation or Higher,50255,"Olga Appell  is a retired long-distance runner from Mexico, best known for winning the gold medal in the women's marathon at the 1991 Pan American Games in Havana, Cuba"
Mexico,Efren Ramirez,Arts/Entertainment,First Generation,50133,"Efrain Antonio RamÍrez  is an American actor, best known for playing Pedro Sˆnchez in the 2004 indie film Napoleon Dynamite"
Mexico,Ysmael R. Villegas,Government,Second Generation or Higher,49976,"Staff Sergeant Ysmael Roger Villegas , was a United States Army soldier who posthumously received the Medal of Honor "
Mexico,Gus Arriola,Arts/Entertainment,First Generation,49858,"Gustavo ""Gus"" Arriola  was a Mexican-American comic strip cartoonist and animator, primarily known for the comic strip Gordo, which ran from 1941 through 1985"
Mexico,Constance Marie,Arts/Entertainment,Second Generation or Higher,49656,Constance Marie Lopez  is an American actress
Mexico,Harold Gonsalves,Government,Second Generation or Higher,49592,Harold Gonsalves  was a United States Marine Corps private first class who was killed in action during the Battle of Okinawa in World War II
Mexico,Marlen Esparza,Sports,Second Generation or Higher,49327,Marlen Esparza  is an American boxer
Mexico,Stacy Peralta,Sports,First Generation,49169,Stacy Peralta  is an American director and entrepreneur
Mexico,Rodolfo Acosta,Arts/Entertainment,Second Generation or Higher,49136,"Rodolfo Acosta P_rez  was a Mexican character actor, typically playing heavies in Hollywood westerns"
Mexico,Taco Shop Poets,Arts/Entertainment,Second Generation or Higher,49093,"Taco Shop Poets is the name of a poetry and spoken word collective formed in 1994 at a Poetry Series, Taco Shop Poetry',' hosted by Adolfo Guzman-Lopez at the Centro Cultural de la Raza in Balboa Park, San Diego"
Mexico,Zeke Moreno,Sports,Second Generation or Higher,49091,Ezekiel Aaron Moreno  is a former professional American football linebacker
Mexico,Max Montoya,Sports,Second Generation or Higher,48988,Max Montoya  is a former professional American football guard who played 16 seasons in the National Football League
Mexico,Mike Aguirre,Government,First Generation,48978,"Jules Michael Aguirre , more commonly known as ""Michael Jules Aguirre,"" was the City Attorney for the City of San Diego, California from 2004 to 2008"
Mexico,Pete Orta,Arts/Entertainment,Second Generation or Higher,48961,"Pete Orta  is a Christian rock singer, guitarist, and songwriter and music producer"
Mexico,Yolanda Lopez,Arts/Entertainment,Second Generation or Higher,48879,"Yolanda M  L„pez  is an American painter, printmaker, educator and film producer located in San Francisco, California"
Mexico,Alurista,Literature,First Generation,48790,"Alberto Baltazar Urista Heredia  better known by his nom de plume Alurista, is a Chicano poet and activist"
Mexico,Gabe Cazares,Government,Second Generation or Higher,48777,"Gabriel ""Gabe"" Cazares  was a mayor of Clearwater, Florida, a Pinellas County commissioner, a civil rights advocate, and a noted critic of the Church of Scientology"
Mexico,Jay Hernandez,Arts/Entertainment,Second Generation or Higher,48768,"Javier Manuel ""Jay"" Hernandez, Jr"
Mexico,Paul Gonzales,Sports,First Generation,48753,"Paul Garza Gonzales  was a Mexican American boxer, who won the light flyweight gold medal at the 1984 Summer Olympics"
Mexico,Maria Echaveste,Activists,First Generation,48748,Maria Echaveste  is a former U
Mexico,Richie Sandoval,Sports,Second Generation or Higher,48649,Richard Sandoval  is a retired American professional boxer and former WBA Bantamweight Champion
Mexico,Hampton Fancher,Arts/Entertainment,First Generation,48226,Hampton Lansden Fancher  is an American actor who became a producer and screenwriter in the late 1970s
Mexico,Pete Rodriguez,Sports,Second Generation or Higher,48170,Pete Rodriguez  was an American football coach of Mexican American descent
Mexico,Raymond Cruz,Arts/Entertainment,Second Generation or Higher,48153,"Raymond Cruz  is an American actor, best known for his starring role as Detective Julio Sanchez in the series The Closer and his recurring role as the drug lord Tuco Salamanca in the crime drama Breaking Bad and its spin-off Better Call Saul"
Mexico,Asia Nitollano,Arts/Entertainment,Second Generation or Higher,48104,"Asia Nitollano  is an American singer, dancer, model and cheerleader"
Mexico,Joe Aguirre,Sports,Second Generation or Higher,47860,"Joseph A  Aguirre  was an American football tight end in the National Football League for the Washington Redskins, as well as for the Los Angeles Dons of the All-America Football Conference "
Mexico,Homero Blancas,Sports,Second Generation or Higher,47752,
Mexico,Abe Alvarez,Sports,Second Generation or Higher,47448,Abraham Alvarez  is a former American professional Major League baseball pitcher
Mexico,Marty Castillo,Sports,Second Generation or Higher,47368,Martin Horace Castillo  is a former Major League Baseball third baseman and catcher
Mexico,Tony Sanchez,Business/Technology,Second Generation or Higher,47178,"Antonio Rodolfo ""Tony"" Sanchez, Jr"
Mexico,France Silva,Government,First Generation,47111,"Private France Silva  born in Haywards, California, was the first United States Marine of Mexican-American and Hispanic heritage to receive the Medal of Honor"
Mexico,Freddie Benavides,Sports,First Generation,47010,Alfredo Benavides  is a former Major League Baseball infielder of Mexican American descent
Mexico,Ak'Sent,Arts/Entertainment,First Generation,46951,"Krystle Kantrece Johnson , better known by her stage name Ak'Sent, is an American rapper from Los Angeles, California"
Mexico,John A. Alonzo,Arts/Entertainment,Second Generation or Higher,46655,
Mexico,Carlos Antonio Carrillo,Government,Second Generation or Higher,46617,"Carlos Antonio Carrillo , Governor of Alta California from 1837 to 1838"
Mexico,A Martinez,Arts/Entertainment,Second Generation or Higher,46566,"Adolfo Larrue Martinez III , better known as A Martinez, is an American actor and singer with roles in the daytime soap operas Santa Barbara and General Hospital and the primetime dramas L"
Mexico,Manuel Neri,Arts/Entertainment,First Generation,46552,"Manuel Neri  is an American sculptor, painter, and printmaker and a notable member of the ""second generation"" of the Bay Area Figurative Movement"
Mexico,Emiliano Reyes,Activists,Second Generation or Higher,46530,Emiliano Reyes  is an American business executive and humanitarian activist
Mexico,Intocable,Arts/Entertainment,Second Generation or Higher,46497,"Intocable  is a Tejano/Norte_o musical group from Zapata, Texas that was started by friends Ricky Mu_oz and Ren_ MartÍnez in the early 1990s"
Mexico,Mark Salas,Sports,Second Generation or Higher,46430,Mark Bruce Salas  is a former professional catcher who played in Major League Baseball from 1984-1991
Mexico,Bobby Chacon,Sports,Second Generation or Higher,46173,Bobby Chacon  is an American former two-time world boxing champion
Mexico,Emily Rios,Arts/Entertainment,Second Generation or Higher,46162,Emily Clara Rios  is an American actress and model
Mexico,Emilio A. De La Garza,Government,Second Generation or Higher,46121,"Emilio Albert De La Garza, Jr"
Mexico,Amanda Perez,Arts/Entertainment,Second Generation or Higher,46015,Amanda Nicole Perez is a female R&amp;B singer-songwriter and record producer of Mexican descent
Mexico,Emilio Delgado,Arts/Entertainment,Second Generation or Higher,45984,Emilio Delgado  is an American actor
Mexico,Richard Dominguez,Arts/Entertainment,Second Generation or Higher,45866,Richard Dominguez  is an American comic book artist and freelance storyboard illustrator
Mexico,Ingrid Chavez,Arts/Entertainment,First Generation,45769,"Ingrid Julia Chavez  is a Mexican-American poet, vocalist, songwriter and photographer"
Mexico,Jesse Borrego,Arts/Entertainment,Second Generation or Higher,45759,Jesse Borrego  is an American actor
Mexico,Chan Romero,Arts/Entertainment,First Generation,45746,"Robert Lee ""Chan"" Romero  is an American rock and roll performer and contemporary of Ritchie Valens, best known for his seminal 1959 hit, ""Hippy Hippy Shake"""
Mexico,Sergio Troncoso,Literature,Second Generation or Higher,45739,"Sergio Troncoso is an American author of short stories, essays and novels"
Mexico,Emma Tenayuca,Activists,First Generation,45703,"Emma Tenayuca  was a Mexican American labor leader, union organizer and educator"
Mexico,Gonzalo de la Torre,Arts/Entertainment,First Generation,45669,"Gonzalo de la Torre , better known as ""Gonzalo"", is a Mexican American singer, songwriter, director and producer"
Mexico,Danzy Senna,Literature,Second Generation or Higher,45582,Danzy Senna  is an American writer
Mexico,Gregory Nava,Arts/Entertainment,First Generation,45506,"Gregory James Nava  is an American film director, producer and screenplay writer"
Mexico,Malverde,Arts/Entertainment,First Generation,45505,"Jesìs Malverde, possibly born as Jesìs Juarez Mazo  , sometimes known as the ""generous bandit"", ""angel of the poor"", or the ""narco-saint"", is a folklore hero in the Mexican state of Sinaloa"
Mexico,Arnulfo Trejo,Academia/Science,First Generation,45392,Arnulfo Duenes Trejo  was a writer and Professor of Library Science at the University of Arizona
Mexico,Daniela Bobadilla,Arts/Entertainment,First Generation,45252,Daniela Bobadilla  is a Mexican-born Canadian actress who most recently was featured in Mr
Mexico,Ralph Ellis Dias,Government,Second Generation or Higher,45084,Private First Class Ralph Ellis Dias  was a United States Marine who posthumously received the Medal of Honor for heroism in Vietnam in November 1969
Mexico,Shar Jackson,Arts/Entertainment,Second Generation or Higher,45020,"Sharisse ""Shar"" Jackson  is an American actress and singer, best known for her role as Niecy Jackson on the UPN show Moesha"
Mexico,A Lighter Shade of Brown,Arts/Entertainment,Second Generation or Higher,44991,"A Lighter Shade of Brown  was a Mexican American hip hop duo from Riverside, California best known for their 1990 hit single ""On a Sunday Afternoon"", a success in the U"
Mexico,Alberto Rios,Academia/Science,Second Generation or Higher,44988,"Alberto çlvaro RÍos  is the author of ten books and chapbooks of poetry, three collections of short stories, and a memoir"
Mexico,Paulie Ayala,Sports,First Generation,44845,"Paul Anthony ""Paulie"" Ayala  is a Mexican-American former boxer and two time world champion"
Mexico,Esteban Edward Torres,Government,Second Generation or Higher,44644,Esteban Edward Torres  is a politician from the state of California
Mexico,Movita Castaneda,Arts/Entertainment,Second Generation or Higher,44624,"Maria ""Movita"" Castaneda  was an American actress best known for having been the second wife of actor Marlon Brando"
Mexico,J. D. Pardo,Arts/Entertainment,Second Generation or Higher,44616,
Mexico,Miguel Angel Corzo,Academia/Science,First Generation,44552,"Miguel Angel Corzo is an American arts administrator and Founder and President of the Global Alliance for Conservation, a non-profit organization dedicated to the protection of the world's cultural heritage"
Mexico,Steven Luevano,Sports,Second Generation or Higher,44511,Steven Luevano  was a Mexican-American boxer in the Featherweight division and is the former WBO Featherweight Champion
Mexico,Jorge Mester,Arts/Entertainment,Second Generation or Higher,44384,Jorge Mester  is a Mexican conductor of Hungarian ancestry
Mexico,Joe S. Vasquez,Religion,Second Generation or Higher,44280,Jo_ Stephen Vˆsquez  is an American prelate of the Roman Catholic Church
Mexico,Sid Monge,Sports,Second Generation or Higher,44255,"Isidro ""Sid"" Monge Pedroza  is a retired Major League Baseball relief pitcher who pitched from 1975 to 1984"
Mexico,Vic Fuentes,Arts/Entertainment,Second Generation or Higher,44036,"Victor Vincent ""Vic"" Fuentes  is the lead singer and guitarist of rock band Pierce the Veil"
Mexico,Crystl Bustos,Sports,Second Generation or Higher,44031,"Crystl ""The Big Bruiser"" Bustos  is an American softball player at the designated hitter or third base position although on the roster she is a designated player"
Mexico,Jesse Garcia,Arts/Entertainment,Second Generation or Higher,43898,Jesse Garcia  is an American actor
Mexico,Steve Padilla,Government,Second Generation or Higher,43892,"Steve Padilla  is a public policy, advocacy and communications consultant and a noted California politician"
Mexico,Edward Gomez,Government,Second Generation or Higher,43879,"Private First Class Edward G„mez  was a United States Marine from Omaha, Nebraska who posthumously received the Medal of Honor ã the United States' highest decoration for valor ã for gallantly sacrificing his life to save the lives of four fellow-Marines on his machine gun team"
Mexico,Leo Araguz,Sports,Second Generation or Higher,43834,Leobardo Jaime Araguz  is a professional American football punter and kicker for the Rio Grande Valley Sol of X-League Indoor Football
Mexico,Lorenzo Mata,Sports,First Generation,43714,Lorenzo Mata-Real  is an American-born of Mexican descent professional basketball player in Mexico's Liga Nacional de Baloncesto Profesional 
Mexico,Patrick Flores,Religion,Second Generation or Higher,43695,"Patrick Fernˆndez Flores , is a Roman Catholic cleric and was Archbishop of San Antonio from 1979 until 2004"
Mexico,Sandy Nava,Sports,Second Generation or Higher,43597,"Vincent Irwin ""Sandy"" Nava  was an American 19th century Major League Baseball player for five seasons from 1882 through 1886"
Mexico,Seychelle Gabriel,Arts/Entertainment,Second Generation or Higher,43580,Seychelle Suzanne Gabriel  is an American actress
Mexico,Tony Ayala,Sports,Second Generation or Higher,43451,
Mexico,Ivan Becerra,Sports,First Generation,43448,Jorge Ivan Becerra  is a retired Mexican soccer player
Mexico,Lindsey Morgan,Arts/Entertainment,Second Generation or Higher,43313,Lindsey Marie Morgan  is an American actress
Mexico,Albie Lopez,Sports,Second Generation or Higher,43298,"Albert Anthony ""Albie"" Lopez  is a former Major League Baseball pitcher"
Mexico,Johnny Estrada,Sports,Second Generation or Higher,43221,Johnny Pulado Estrada III  is a former American professional baseball player
Mexico,Ona Grauer,Arts/Entertainment,First Generation,43205,"Ona Grauer is a Canadian actress, best known for her portrayal of the Ancient Ayiana and later Emily Young in the science fiction television program Stargate Universe, part of the Stargate franchise"
Mexico,Olga Talamante,Activists,Second Generation or Higher,43180,Olga Talamante  is a Chicana political activist and the current executive director of the California-based Chicana/Latina Foundation
Mexico,Carmen Zapata,Arts/Entertainment,Second Generation or Higher,43098,Carmen Margarita Zapata  was an American actress
Mexico,Alicia Gaspar de Alba,Academia/Science,Second Generation or Higher,43071,"Alicia Gaspar de Alba is a scholar, cultural critic, novelist, and poet whose works include historical novels and scholarly studies on Chicana/o art, culture and sexuality"
Mexico,Mando Ramos,Sports,Second Generation or Higher,43019,Armando Ramos  was a Mexican-American professional boxer and the former two-time WBC and WBA Lightweight Champion
Mexico,David Hidalgo,Arts/Entertainment,Second Generation or Higher,43002,"David Kent Hidalgo  is an American singer-songwriter, best known for his work with the band Los Lobos"
Mexico,Noel Gugliemi,Arts/Entertainment,Second Generation or Higher,42715,"Noel Albert Gugliemi  is an American actor, best known for his typecast portrayals of stereotypical Southern Californian gangsters"
Mexico,Chingo Bling,Arts/Entertainment,First Generation,42679,"Pedro Herrera III , better known by his stage name Chingo Bling, is an American rapper and producer of Mexican descent"
Mexico,El Vez,Arts/Entertainment,First Generation,42631,"Robert Lopez , better known by his stage name El Vez, Mexican-American singer-songwriter and musician, who performs and records original material and covers classic rock songs"
Mexico,Oscar Cantu,Religion,Second Generation or Higher,42621,Oscar Cantì  is an American bishop of the Catholic Church
Mexico,Victoria Wyndham,Arts/Entertainment,Second Generation or Higher,42616,Victoria Wyndham  is an American actress best known for her role as Rachel Cory on the soap opera Another World
Mexico,Randy Torres,Arts/Entertainment,Second Generation or Higher,42498,"Randy Torres is a guitarist, drummer, keyboardist and background vocalist from Seattle"
Mexico,Fito de la Parra,Arts/Entertainment,Second Generation or Higher,42488,"Adolfo ""Fito"" de la Parra  is a Mexican drummer, best known as a longtime member of Canned Heat"
Mexico,Ryan Guzman,Arts/Entertainment,Second Generation or Higher,42450,Ryan Anthony Guzman  is a American actor and model
Mexico,Fernanda Romero,Arts/Entertainment,First Generation,42439,"Fernanda Romero  is a Mexican actress, model and singer"
Mexico,Frank Arellanes,Sports,Second Generation or Higher,42422,Frank Juliˆn Arellanes [ah-ray-yah'-ness]  was a professional baseball starting pitcher
Mexico,Jimmy Santiago Baca,Literature,First Generation,42357,Jimmy Santiago Baca  is an American poet and writer of Apache and Chicano descent
Mexico,Norma V. Cantu,Activists,Second Generation or Higher,42233,Norma V  Cantì  is an American civil rights lawyer and educator
Mexico,Luis De La Garza,Media/Journalism,Second Generation or Higher,42217,"Luis de la Garza  is a television executive, businessman and community leader in Texas"
Mexico,Enrique Torres,Sports,Second Generation or Higher,42191,"Enrique Torres  was a Mexican-American professional wrestler, the oldest three Torres brothers in wrestling, and a major star in the late 1940s and 1950s"
Mexico,Belita Moreno,Arts/Entertainment,First Generation,42021,"Aurabela ""Belita"" Moreno  is a Mexican-American actress best known for her roles as Benita ""Benny"" Lopez on the ABC sitcom George Lopez and Edwina Twinkacetti/Lydia Markham on Perfect Strangers"
Mexico,Ambrosio Guillen,Government,Second Generation or Higher,42018,"Staff Sergeant Ambrosio Guillen  was a United States Marine who was posthumously awarded the Medal of Honorãthe United States' highest military award for valorãfor his heroic actions and sacrifice of life on July 25, 1953, two days before the ceasefire, during the Korean War"
Mexico,Roberto Aguayo,Sports,Second Generation or Higher,42007,Roberto Aguayo is an American football placekicker who plays for the Florida State Seminoles
Mexico,Carter Oosterhouse,Arts/Entertainment,Second Generation or Higher,41984,"Carter Nicholas Oosterhouse  is an American television personality and model,[citation needed] who was born in Traverse City, Michigan"
Mexico,Americo Paredes,Literature,First Generation,41910,"Am_rico Paredes  was a Mexican-American author born in Brownsville, Texas who authored several texts focusing on the border life that existed between the United States and Mexico, particularly around the Rio Grande region of South Texas"
Mexico,Galo Canote,Arts/Entertainment,Second Generation or Higher,41867,Galo Canote  is a graffiti artist born in Los Angeles
Mexico,Alexis Ayala,Arts/Entertainment,First Generation,41861,Alexis Ayala  is a Mexican actor of telenovelas and the cinema of Mexico
Mexico,Alex Meraz,Arts/Entertainment,Second Generation or Higher,41814,"Alejandro ""Alex"" Meraz  is an American dancer, actor and martial artist"
Mexico,Mike Fuentes,Arts/Entertainment,Second Generation or Higher,41762,Mike Fuentes  is a former Major League Baseball player
Mexico,Mary Salas,Government,Second Generation or Higher,41720,"Mary Salas is a California politician from Chula Vista, California"
Mexico,Pat Perez,Sports,Second Generation or Higher,41619,
Mexico,William Gaxton,Arts/Entertainment,Second Generation or Higher,41591,"William Gaxton  was a star of vaudeville, film, and theatre"
Mexico,Victor Celorio,Academia/Science,First Generation,41493,"Victor Celorio  is an author, entrepreneur, inventor, and former union organizer"
Mexico,Apollonia Kotero,Arts/Entertainment,First Generation,41404,"Apollonia Kotero  is an actress, singer, former model and talent manager of Mexican heritage"
Mexico,Irving Garcia,Sports,Second Generation or Higher,41399,Irving Garcia  is an American soccer player
Mexico,Edward Albert,Arts/Entertainment,First Generation,41346,Edward Albert  was an American film and television actor
Mexico,Joshua Alba,Arts/Entertainment,Second Generation or Higher,41238,Joshua Lauren Alba  is an American actor
Mexico,Jesse James Leija,Sports,Second Generation or Higher,41129,"James Leija , is a retired professional boxer from Texas"
Mexico,Emigdio Vasquez,Arts/Entertainment,Second Generation or Higher,41047,Emigdio Vasquez  was an American artist and muralist
Mexico,Arturo Frias,Sports,Second Generation or Higher,41006,Arturo Frias  is a retired American boxer
Mexico,Los Nativos,Arts/Entertainment,Second Generation or Higher,40849,"Rhymesayers Entertainment is an independent hip hop record label based in Minneapolis, Minnesota"
Mexico,Robert R. Davila,Academia/Science,First Generation,40827,"Dr  Robert Davila served as the ninth president of Gallaudet University, the world's only university in which all programs and services are specifically designed to accommodate deaf and hard of hearing students"
Mexico,Damian Chapa,Arts/Entertainment,Second Generation or Higher,40815,Damian Robert Chapa  is an American actor/indie film director and producer of low budget movies in most of which he takes the lead role
Mexico,Elias Gabriel Galvan,Religion,First Generation,40710,"Elias Gabriel Galvan  is a retired Mexican-American Bishop of the United Methodist Church, elected in 1984"
Mexico,Mister Cartoon,Arts/Entertainment,First Generation,40584,"Mark Machado, better known as Mr"
Mexico,Joy Page,Arts/Entertainment,Second Generation or Higher,40413,Joy Page  was an American actress best known for her role as the Bulgarian bride Annina Brandel in the film Casablanca 
Mexico,Sonny Guadarrama,Sports,Second Generation or Higher,40401,Sonny Alejandro Guadarrama Bermìdez  is an American soccer midfielder who currently plays for Atlante in Ascenso MX
Mexico,Elsa Flores,Arts/Entertainment,Second Generation or Higher,40326,Elsa Flores  is a Chicana artist
Mexico,Edward Carrere,Arts/Entertainment,Second Generation or Higher,40258,"Born in Mexico, Edward Carrere  first hit Hollywood in 1947, making his debut as an art director on ""My Wild Irish Rose"""
Mexico,Francisco Gil,Academia/Science,First Generation,40217,Francisco Gil DÍaz  is a Mexican economist who served as Secretary of Finance in the cabinet of President Vicente Fox and currently serves as regional chairman of Telef„nica for Mexico and Central America
Mexico,Jim Avila,Media/Journalism,Second Generation or Higher,40100,"Jim Avila is an American television journalist, currently the Senior Law and Justice Correspondent for ABC News"
Mexico,Norberto Garrido,Sports,Second Generation or Higher,40095,Norberto Davidds-Garrido Jr
Mexico,Rudy Jaramillo,Sports,Second Generation or Higher,40048,"Rudolpho ""Rudy"" Jaramillo [ha-dah-MEE-yoh]  graduated from Dallas' Sunset High School in 1970 and attended the University of Texas at Austin"
Mexico,Mariano S. Otero,Government,Second Generation or Higher,40026,"Mariano Sabino Otero  was a Delegate from the Territory of New Mexico, nephew of Miguel Antonio Otero  and cousin of Miguel Antonio Otero "
Mexico,Mariano Velazquez de la Cadena,Academia/Science,First Generation,39998,"Mariano Velˆzquez ,  was an accomplished Mexican grammarian, scholar, and author in the 19th century"
Mexico,Ernest Medina,Government,First Generation,39976,Ernest Lou Medina  is a former captain of infantry in the United States Army
Mexico,Frank Castillo,Sports,Second Generation or Higher,39836,Frank Anthony Castillo  was an American Major League Baseball starting pitcher
Mexico,Bobby Castillo,Sports,Second Generation or Higher,39793,"Robert Ernie ""Babo"" Castillo Jr"
Mexico,Cecilia Alvarez,Arts/Entertainment,First Generation,39696,"Cecilia Alvarez  is American Chicana artist known for her oil paintings and murals depicting themes of feminism, poverty, and environmental degradation in the United States and Latin America"
Mexico,Estevan Oriol,Arts/Entertainment,Second Generation or Higher,39422,"Estevan Oriol is a Mexican American photographer and director based in Los Angeles, California"
Mexico,Patrick Valenzuela,Sports,Second Generation or Higher,39333,Patrick Angel Valenzuela  is an American thoroughbred horse racing jockey
Mexico,Trinidad Romero,Government,Second Generation or Higher,39318,Trinidad Romero  was an American politician and rancher who was the Delegate to United States Congress from the Territory of New Mexico
Mexico,Thee Midniters,Arts/Entertainment,Second Generation or Higher,39268,"Thee Midniters were an American group, amongst the first Chicano rock bands to have a major hit in the United States"
Mexico,Miguel,Arts/Entertainment,First Generation,39092,Miguel is the Portuguese and Spanish form of the name Michael 
Mexico,Lalo Guerrero,Arts/Entertainment,Second Generation or Higher,38963,"Eduardo ""Lalo"" Guerrero  was a Mexican-American guitarist, singer and farm labor activist best known for his strong influence on today's Latin musical artists"
Mexico,Tony Bellamy,Arts/Entertainment,Second Generation or Higher,38963,"Anthony Bellamy or Tony ""T-Bone"" Bellamy , was born Robert Anthony Bellamy to parents James Bellamy and Olga Bellamy "
Mexico,Bobby Martinez,Sports,Second Generation or Higher,38940,"Bobby Martinez  is a professional surfer from Santa Barbara, California"
Mexico,Valente Rodriguez,Arts/Entertainment,First Generation,38927,Valente Rodriguez  is an American actor
Mexico,Bobby Cuellar,Sports,Second Generation or Higher,38701,"Robert ""Bobby"" Cuellar  is a former professional baseball player who played briefly with the Texas Rangers in 1977 as a relief pitcher"
Mexico,Gloria Molina,Government,Second Generation or Higher,38628,Jesus Gloria Molina  is an American politician and a former member of the Los Angeles County Board of Supervisors and the Los Angeles County Metropolitan Transportation Authority
Mexico,Mark Carreon,Sports,Second Generation or Higher,38467,Mark Carreon  is a former first baseman/outfielder in Major League Baseball
Mexico,Danny Villanueva,Sports,Second Generation or Higher,38404,Daniel Dario Villanueva  is a former American football placekicker and punter who played in the National Football League  for the Los Angeles Rams and the Dallas Cowboys
Mexico,Oscar J. Zuniga,Business/Technology,Second Generation or Higher,38367,
Mexico,Rikk Agnew,Arts/Entertainment,Second Generation or Higher,38303,"Richard Francis ""Rikk"" Agnew, Jr"
