Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
South Korea,Sports,Tae Man Kwon,34155,3.624553663,"Kwon Tae-Man, born in 1941, in Andong in what is now South Korea",64
South Korea,Literature,Elaine H. Kim,33994,3.621617887,"Elaine H  Kim is an award winning writer, editor and professor in Asian American Studies at the University of California, Berkeley",130
South Korea,Arts/Entertainment,Dennis Joseph O'Neil,33898,3.619860737,"Dennis Joseph O'Neil, known professionally as Dennis Oh , is an American model and actor",88
South Korea,Arts/Entertainment,Scott Kim,33754,3.617215661,"Scott Kim is an American puzzle and computer game designer, artist, and author",78
South Korea,Arts/Entertainment,Johnny Yune,33628,3.614891945,Johnny Yune is a Korean-American actor and comedian,51
South Korea,Arts/Entertainment,Dennis Oh,33605,3.614466836,"Dennis Joseph O'Neil, known professionally as Dennis Oh , is an American model and actor",88
South Korea,Religion,Marina Lee,33332,3.609398626,"Marina Lee, also known as Marina Lie  was a ballerina and Nazi spy during World War II",86
South Korea,Literature,Ed Bok Lee,32678,3.59708636,Ed Bok Lee is an American writer,32
South Korea,Literature,Corina Knoll,32666,3.596858151,Corina Knoll is an editor and award winning American journalist who writes for California and Sports sections for the Los Angeles Times,135
South Korea,Literature,Nancy Kim,32537,3.594399605,Nancy S  Kim  is a Korean American novelist,43
South Korea,Media/Journalism,Alina Cho,32426,3.592276296,Alina Cho is an American journalist who worked for CNN from February 2004 until August 2013,91
South Korea,Government,Angela E. Oh,32426,3.592276296,"Angela E  Oh  is an attorney, teacher, and public lecturer best known for her role as spokesperson for the Korean American community after the 1992 Los Angeles Riots and her position on President Bill Clinton's One America Initiative",233
South Korea,Literature,Nami Mun,32395,3.591682002,Nami Mun is a Korean American novelist and short story writer,61
South Korea,Arts/Entertainment,Alexandra Bokyun Chun,32245,3.588798326,Alexandra Bokyun Chun  is an actress and filmmaker of Korean ancestry living in Los Angeles,91
South Korea,Religion,John Chun,32016,3.584369938,John M  Chun  was a North Korea-born American car designer,58
South Korea,Arts/Entertainment,Todd Park Mohr,31958,3.583243311,"Todd Park Mohr  is the singer and guitarist for the American rock band Big Head Todd &amp; the Monsters, as well as being their namesake and primary lyricist",157
South Korea,Media/Journalism,Lee Ann Kim,31765,3.579479583,"Lee Ann Kim is a first-generation Korean American who was an anchor and general assignment reporter for KGTV Channel 10, the San Diego, California ABC television affiliate",171
South Korea,Religion,Hyun Yi Kang,31468,3.573642826,Laura Hyun Yi Kang is a Korean-American scholar and writer,58
South Korea,Business/Technology,Michael Yang,31415,3.57259546,Michael Yang is a Korean American technology entrepreneur,57
South Korea,Arts/Entertainment,Eddie Shin,31240,3.569124583,"Edward Andrew Yoon Beom ""Eddie"" Shin  is an American actor",58
South Korea,Business/Technology,David J. Kim,30934,3.563008521,David Jhoon Kim  is the CEO and founder of C2 Education Centers,63
South Korea,Sports,Emily Cross,30910,3.562526274,,0
South Korea,Arts/Entertainment,Amy Sol,30777,3.559847016,"Amy Sol is an American artist of Korean ancestry, who lives in Las Vegas, Nevada",80
South Korea,Arts/Entertainment,Joy Osmanski,30376,3.551698311,Joy Kathleen Osmanski  is a Korean-American actress,51
South Korea,Media/Journalism,Arnold Kim,29854,3.540928099,"Dr  Arnold Kim  is the owner of MacRumors, a popular Apple rumors website",73
South Korea,Literature,Myung Mi Kim,29849,3.540824028,Myung Mi Kim  is a Korean American poet noted for her postmodern writings,73
South Korea,Arts/Entertainment,Christine Yoo,29542,3.534400444,"Christine Yoo is a Korean-American writer, director, producer and filmmaker",75
South Korea,Arts/Entertainment,Cher Tenbush,29387,3.531131862,"Cheryl Beth Tenbush  is an actress, host, reality television participant and model",82
South Korea,Business/Technology,Do Won Chang,29324,3.529798411,"Do Won Chang  born March 20, 1954, is a Korean-born American businessman",72
South Korea,Arts/Entertainment,Alexander Sebastien Lee,29277,3.528801747,"Alexander Sebastien Lee is an American award-winning filmmaker born and raised in Los Angeles, California",105
South Korea,Arts/Entertainment,Chris Chan Lee,29132,3.52571682,Chris Chan Lee   is an Asian American filmmaker,47
South Korea,Arts/Entertainment,Eugene Park,28856,3.519802158,Eugene Park  is a Korean-American electric violinist,52
South Korea,Arts/Entertainment,Evan C. Kim,28566,3.513526212,Evan C  Kim is an American actor,32
South Korea,Arts/Entertainment,Yu Yeon Kim,28493,3.511936368,"Yu Yeon Kim  is an independent curator based in New York City, USA and Seoul, Korea",83
South Korea,Media/Journalism,Lisa Kim,28416,3.510254988,"Elizabeth Lee Kim-Lohmann , known professionally as Lisa Kim, is a former television news anchor for an NBC-affiliated station in the San Francisco Bay Area and a former news anchor for MSNBC",191
South Korea,Business/Technology,Chong Moon Lee,28336,3.508503267,Chong Mong Lee  is an American entrepreneur and philanthropist,62
South Korea,Religion,Peter Ahn,28143,3.5042568,Peter Pyungchoo Ahn  was a Korean-born missionary of the United Methodist Church,80
South Korea,Media/Journalism,Eun Yang,27250,3.484221771,"Eun Yang  is a Korean American morning news anchor for NBC4/WRC-TV, the local NBC television affiliate in Washington, DC",120
South Korea,Arts/Entertainment,Joy Dietrich,26486,3.466552727,"Joy Dietrich is a Korean-born American journalist, writer, filmmaker, and producer",82
South Korea,Arts/Entertainment,Philip W. Chung,26325,3.462764303,"Philip W  Chung is a Korean American playwright, co-founder of Los Angeles-based Lodestone Theatre Ensemble and its current co-artistic director",144
South Korea,Government,BJ Kang,26146,3.458525032,BJ Kang is an American Federal Bureau of Investigation special agent known for high-profile investigations of securities fraud,126
Spanish,Sports,Glenn Jacobs,529842,5.328048927,"Glenn Thomas Jacobs  is an American professional wrestler, actor, and insurer",77
Spanish,Arts/Entertainment,Lea Michele,400649,5.154390089,"Lea Michele Sarfati , known professionally as Lea Michele , is an American singer, songwriter, actress, and author, best known for her performance as Rachel Berry on the Fox television series Glee ",197
Spanish,Arts/Entertainment,Bruno Mars,398493,5.15103749,"Peter Gene Hernandez , professionally known by his stage name Bruno Mars, is an American singer, songwriter, record producer, voice actor, and choreographer",156
Spanish,Government,Eamonn de Valera,359350,5.086795753,Éamon de Valera  was one of the dominant political figures in twentieth century Ireland,87
Spanish,Arts/Entertainment,Martin Sheen,316527,5.00795562,"Ramón Antonio Gerardo Estévez , better known by his stage name Martin Sheen, is an American actor who first achieved fame with roles in the films Badlands  and Apocalypse Now ",175
Spanish,Arts/Entertainment,Jerry Garcia,299791,4.974202855,"Jerome John ""Jerry"" Garcia  was an American musician who was best known for his lead guitar work, singing and songwriting with the band the Grateful Dead, which came to prominence during the counterculture era",209
Spanish,Arts/Entertainment,Darren Criss,287755,4.948742946,"Darren Everett Criss  is an American actor, singer, songwriter, and musician",76
Spanish,Arts/Entertainment,Vanessa Hudgens,254876,4.873354967,Vanessa Anne Hudgens  is an American actress and singer,55
Spanish,Arts/Entertainment,Charlie Sheen,242892,4.84343132,"Carlos Irwin Estévez , best known by his stage name Charlie Sheen, is an American actor",87
Spanish,Arts/Entertainment,David Archuleta,239909,4.835753351,David James Archuleta  is an American singer-songwriter and actor,65
Spanish,Sports,Lou Piniella,237572,4.829671134,Louis Victor Piniella  is a former professional baseball player and manager,75
Spanish,Sports,Tony La Russa,236935,4.828002916,"Anthony ""Tony"" La Russa, Jr",27
Spanish,Arts/Entertainment,Enrique Iglesias,234250,4.820921611,"Enrique Miguel Iglesias Preysler , simply known as Enrique Iglesias is a Spanish singer, songwriter, actor, and record producer",127
Spanish,Business/Technology,Frank Lorenzo,220554,4.783488444,"Francisco Anthony ""Frank"" Lorenzo  is an American businessman and philanthropist",80
Spanish,Military,David Farragut,218770,4.778442202,David Glasgow  Farragut  was a flag officer of the United States Navy during the American Civil War,99
Spanish,Academia/Science,Luis W. Alvarez,216532,4.772053259,"Luis Walter Alvarez  was an American experimental physicist, inventor, and professor who was awarded the Nobel Prize in Physics in 1968",135
Spanish,Arts/Entertainment,Hilary Swank,214823,4.767129858,Hilary Ann Swank  is an American actress and producer,53
Spanish,Arts/Entertainment,Rita Hayworth,212607,4.760687209,Rita Hayworth  was an American actress and dancer,49
Spanish,Media/Journalism,Anderson Cooper,171800,4.628271799,"Anderson Hays Cooper  is an American journalist, author, and television personality",83
Spanish,Media/Journalism,George Santayana,160864,4.587405531,"Jorge Agustín Nicolás Ruiz de Santayana y Borrás, known as George Santayana , was a philosopher, essayist, poet, and novelist",125
Spanish,Arts/Entertainment,Carlos Pena,160375,4.585513898,Carlos Felipe Peña  is a Dominican-American former professional baseball first baseman,86
Spanish,Military,Pierre G. T. Beauregard,159184,4.580882432,"Pierre Gustave Toutant-Beauregard  was a Louisianan-born American military officer, politician, inventor, writer, civil servant, and the first prominent general of the Confederate States Army during the American Civil War",221
Spanish,Arts/Entertainment,Richard Serra,156597,4.570701773,Richard Serra  is an American minimalist sculptor and video artist known for working with large-scale assemblies of sheet metal,127
Spanish,Academia/Science,Severo Ochoa,154857,4.563759277,"Severo Ochoa de Albornoz  was a Spanish physician and biochemist, and joint winner of the 1959 Nobel Prize in Physiology or Medicine with Arthur Kornberg",153
Spanish,Academia/Science,Francisco J. Ayala,149358,4.54129429,"Francisco José Ayala Pereda  is a Spanish-American evolutionary biologist and philosopher at the University of California, Irvine",129
Spanish,Sports,Keith Hernandez,148320,4.536961096,Keith Hernandez  is a former Major League Baseball first baseman who played the majority of his career with the St,114
Spanish,Academia/Science,Valentin Fuster,147525,4.533621763,"Valentín Fuster , 1st Marquess of Fuster, is a Spanish cardiologist ",68
Spanish,Arts/Entertainment,Julio Iglesias,146493,4.529259987,"Julio Iglesias  is a Spanish singer and songwriter who has sold more than 300 million records worldwide in 14 languages and released more than 80 albums, and more than 2,600 gold and platinum records certified",209
Spanish,Arts/Entertainment,Artur Balder,144442,4.520499411,Artur Balder  is a Spanish American   filmmaker and writer,58
Spanish,Arts/Entertainment,Jenna Haze,142138,4.510508578,"Jenna Haze  is an American director, model and former pornographic actress",74
Spanish,Media/Journalism,Geraldo Rivera,138004,4.492169414,"Gerald Michael Riviera , better known as Geraldo Rivera , is an American attorney, news spinner, author, and talk show host",123
Spanish,Arts/Entertainment,Chick Corea,137490,4.489850913,"Armando Anthony ""Chick"" Corea  is an American jazz and fusion pianist, keyboardist, and composer",96
Spanish,Military,John Horse,136244,4.484194409,"John Horse , also known as Juan Caballo, Juan Cavallo, John Cowaya  and Gopher John, was an African-American of mixed ancestry  who fought alongside the Seminoles in the Second Seminole War in Florida",200
Spanish,Arts/Entertainment,Greg Giraldo,133315,4.470691156,"Gregory C  ""Greg"" Giraldo  was an American stand-up comedian, television personality, and lawyer",96
Spanish,Arts/Entertainment,Frankie Muniz,128688,4.448743197,"Francisco ""Frankie"" Muñiz IV  is an American actor, musician, writer, producer, and racing driver",97
Spanish,Arts/Entertainment,Alfred Molina,128045,4.445630864,"Alfred Molina  is an English actor, known for his roles in Raiders of the Lost Ark, Prick Up Your Ears, Boogie Nights, The Man Who Knew Too Little, Spider-Man 2, Maverick, Species, Not Without My Daughter, Chocolat, Frida, Steamboy, The Hoax, Prince of Persia: The Sands of Time, The Da Vinci Code, The Little Traitor, An Education, The Sorcerer's Apprentice and Rango",368
Spanish,Arts/Entertainment,Julian Casablancas,125581,4.433557832,"Julian Fernando Casablancas  is an American musician, singer, and songwriter",76
Spanish,Academia/Science,Scientists,121211,4.411551304,"A scientist, in a broad sense, is one engaging in a systematic activity to acquire knowledge",92
Spanish,Sports,Al Lopez,120373,4.407240747,"Alfonso Ramón ""Al"" López  was an American catcher and manager in Major League Baseball ",87
Spanish,Arts/Entertainment,Emilio Estevez,119236,4.401343948,"Emilio Estevez  is an American actor, director, and writer",58
Spanish,Arts/Entertainment,Raquel Tejada,118693,4.39850793,Raquel Welch  is an American actress,36
Spanish,Arts/Entertainment,Raquel Welch,118397,4.396956492,Raquel Welch  is an American actress,36
Spanish,Arts/Entertainment,Joan Bennett,115435,4.381214485,"Joan Geraldine Bennett  was an American stage, film and television actress",74
Spanish,Media/Journalism,Novelist,115413,4.381096057,"A novelist is an author or writer of novels, though often novelists also write in other genres of both fiction and non-fiction",126
Spanish,Media/Journalism,Sebastian Junger,114307,4.375113106,"Sebastian Junger  is an American journalist, most famous for the best-selling book The Perfect Storm: A True Story of Men Against the Sea , his award-winning chronicle of the war in Afghanistan in the documentary films Restrepo , Korengal , and his book War ",258
Spanish,Business/Technology,Micaela Almonester,114030,4.373605599,"Micaela Leonarda Antonia Almonester y Rojas, Baroness de Pontalba  was a wealthy New Orleans-born aristocrat, businesswoman, and real estate developer, and one of the most dynamic personalities of that city's history",216
Spanish,Sports,Mike Lowell,112780,4.366756901,Michael Averett Lowell  is a Puerto Rican former professional baseball third baseman in Major League Baseball,109
Spanish,Arts/Entertainment,Mark Dacascos,106387,4.33049851,Mark Alan Dacascos  is an American actor and martial artist,59
Spanish,Sports,Barry Alvarez,106151,4.329118662,Barry L  Alvarez  is a former American football coach who is currently the athletic director at the University of Wisconsin,123
Spanish,Arts/Entertainment,Lou Diamond Phillips,105733,4.326667147,Lou Diamond Phillips  is an American actor and director,55
Spanish,Government,Leander Perez,104117,4.317097482,,0
Spanish,Arts/Entertainment,Kenny Ortega,104037,4.316619886,"Kenneth John ""Kenny"" Ortega  is an American film and television producer, director, and choreographer, best known for directing Hocus Pocus, the High School Musical trilogy and Michael Jackson's This Is It concerts",214
Spanish,Government,Albert Estopinal,103878,4.315669572,,0
Spanish,Sports,Pete Carril,102931,4.309979217,"Peter James ""Pete"" Carril  is an American former basketball coach",65
Spanish,Religion,Josu Iriondo,102622,4.308111157,Josu Iriondo  is a retired Spanish American prelate of the Roman Catholic Church who served as auxiliary bishop of the Archdiocese of New York from 2001 to 2014,160
Spanish,Religion,Joseph Sadoc Alemany,102444,4.307032503,"Joseph Sadoc Alemany y Conill, O",32
Spanish,Arts/Entertainment,Nichole Cordova,99732,4.290362261,"Girlicious were an American girl group originally formed by Robin Antin, creator of the Pussycat Dolls, from The CW reality TV show Pussycat Dolls Present: Girlicious",166
Spanish,Sports,Lyle Alzado,99105,4.286443692,Lyle Martin Alzado  was a professional American football defensive end of the National Football League famous for his intense and intimidating style of play,156
Spanish,Sports,Clifford Luyk,98436,4.282235202,Clifford Luyk Diem  is an American-born former basketball player who played professionally in Spain and Europe from 1962 to 1978,128
Spanish,Academia/Science,Philanthropists,97935,4.27906478,"Philanthropy  etymologically means ""love of humanity"" in the sense of caring, nourishing, developing and enhancing ""what it is to be human"" on both the benefactors'  and beneficiaries'  parts",191
Spanish,Sports,Gene Brito,95910,4.266082768,Gene Herman Brito  was an American football Defensive end in the National Football League who played nine seasons for the Washington Redskins and the Los Angeles Rams from 1951 to 1960,184
Spanish,Government,Polly Baca,95790,4.265304884,"Polly Baca  is an American politician who served as Chair the Democratic Caucus of the Colorado House of Representatives , being the first woman to hold that office, and the first Hispanic woman elected to the Colorado State Senate and in the House and Senate of a state Legislature",282
Spanish,Government,Samuel B. Nunez,95408,4.262822115,,0
Spanish,Government,Sammy Nunez,95392,4.262717908,,0
Spanish,Business/Technology,Manuel Lisa,94942,4.259779901,"Manuel Lisa, also known as Manuel de Lisa , was a Spanish fur trader, explorer, and United States Indian agent",110
Spanish,Arts/Entertainment,Adela Akers,94821,4.258987528,Adela Akers  is a Spanish-born textile artist,45
Spanish,Arts/Entertainment,Tia Carrere,91035,4.233670083,"Tia Carrere  is an American actress, model, voice artist, and singer who obtained her first big break as a regular on the daytime soap opera General Hospital",157
Spanish,Arts/Entertainment,Charo,88753,4.217896367,"María del Rosario Mercedes Pilar Martínez Molina Baeza , professionally known by her mononymous stage name Charo, is a Spanish-American actress, comedian, and flamenco guitarist",177
Spanish,Arts/Entertainment,Imogene Coca,87918,4.212023094,Imogene Coca  was an American comic actress best known for her role opposite Sid Caesar on Your Show of Shows,109
Spanish,Government,Manuel Lujan Jr,87895,4.211860527,,0
Spanish,Religion,Francisco Mora y Borrell,85407,4.194018984,"Francisco Mora i Borrell  was a Catalan Catholic priest, who served as the Bishop of Monterey-Los Angeles from 1878 to 1896",123
Spanish,Arts/Entertainment,Gianna Lynn,79199,4.14713032,"Gianna Lynn  is a pornographic actress, since around 2005",57
Spanish,Arts/Entertainment,Wolf Hudson,77719,4.135409511,"Wolf Hudson  is a gay pornographic film actor, film director, and street dancer",79
Spanish,Arts/Entertainment,Jewel De'Nyle,77400,4.132853975,Jewel De'Nyle  is the stage name of a former American pornographic actress and director,87
Spanish,Arts/Entertainment,Margaret O'Brien,77147,4.13081967,"Margaret O'Brien  is an American film, television and stage actress",67
Spanish,Arts/Entertainment,Camille Zamora,76984,4.129505494,"Camille Zamora is an American soprano recognized for her performance of opera, zarzuela, oratorio, art song and American songbook",129
Spanish,Government,Mariano Guadalupe Vallejo,76583,4.126260579,"Mariano Guadalupe Vallejo  was a Californio military commander, politician, and rancher",87
Spanish,Government,Vito Lopez,75777,4.119686667,"Vito Joseph Lopez  is an American politician, former member of the New York State Assembly, and the former chairman of the Democratic Party of Kings County",155
Spanish,Arts/Entertainment,Dylan O'Brien,75528,4.117641625,"Dylan O'Brien  is an American actor, musician, and director",59
Spanish,Arts/Entertainment,Samantha Torres,73460,4.100391871,The following is a list of Playboy Playmates of 1995,52
Spanish,Arts/Entertainment,Nia Peeples,70097,4.071275468,"Virenia Gwendolyn ""Nia"" Peeples  is an American R&amp;B and dance music singer and actress",90
Spanish,Arts/Entertainment,Paz de la Huerta,68740,4.059129162,"María de la Paz Elizabeth Sofía Adriana de la Huerta , known by her stage name Paz de la Huerta, is an American actress and model",129
Spanish,Academia/Science,Walter Alvarez,67603,4.048765972,"Walter Alvarez  is a professor in the Earth and Planetary Science department at the University of California, Berkeley",118
Spanish,Arts/Entertainment,Synyster Gates,67429,4.047164687,,0
Spanish,Arts/Entertainment,Robert Ri'chard,67253,4.045540788,Robert Andrew Ri'chard  is an American television and film actor,64
Spanish,Arts/Entertainment,Diego Boneta,66513,4.038666208,Diego Andrés González Boneta  is a Mexican singer and actor,59
Spanish,Military,Baldomero Lopez,66468,4.038245695,Baldomero López  was a first lieutenant in the United States Marine Corps during the Korean War,95
Spanish,Arts/Entertainment,Trixie Friganza,66075,4.034561075,"Trixie Friganza , born Delia O’Callaghan, began her career as an operetta soubrette, working her way from the chorus to starring in musical comedies to having her own feature act on the vaudeville circuit",204
Spanish,Military,Elwood Richard Quesada,65967,4.033544668,"Elwood Richard ""Pete"" Quesada, CB, CBE  was a United States Air Force General, FAA administrator, and, later, a club owner in Major League Baseball",147
Spanish,Military,Rudolph B. Davila,65594,4.030021457,"Rudolph B  Davila , born in El Paso, Texas, was a United States Army officer, of Spanish-Filipino descent, who received the Medal of Honor for his actions in Italy during World War II",183
Spanish,Arts/Entertainment,Maria Montez,65202,4.026297123,María Africa García Vidal de Santo Silas  was a Dominican motion picture actress who gained fame and popularity in the 1940s as an exotic beauty starring in a series of filmed-in-Technicolor costume adventure films,214
Spanish,Arts/Entertainment,Al Cisneros,63808,4.0128691,"Al Cisneros /s_s_n_ro_s/  is an American musician from San Jose, California",75
Spanish,Military,Don Carlos Buell,63346,4.008353977,"Don Carlos Buell  was a United States Army officer who fought in the Seminole War, the Mexican-American War, and the American Civil War",135
Spanish,Arts/Entertainment,Lainie Kazan,62956,4.004516802,Lainie Kazan  is an American actress and singer,47
Spanish,Arts/Entertainment,Trini Alvarado,62770,4.002678386,"Trinidad ""Trini"" Alvarado  is an American actress best known for her performances as Margaret ""Meg"" March in the 1994 film adaptation of Louisa May Alcott's novel Little Women and Lucy Lynskey in the comedy/horror film The Frighteners",234
Spanish,Arts/Entertainment,Vernon Duke,62099,3.996000671,"Vernon Duke  was an American composer/songwriter, who also wrote under his original name, Vladimir Dukelsky",107
Spanish,Arts/Entertainment,Celeste Thorson,62089,3.995900608,"Celeste Thorson  is an American actress, model, screenwriter, and activist",74
Spanish,Government,Fernando Ferrer,61743,3.992428445,"Fernando James ""Freddy"" Ferrer  was the Borough President of The Bronx from 1987 to 2001, and was a candidate for Mayor of New York City in 2001 and the Democratic Party nominee for Mayor in 2005",195
Spanish,Arts/Entertainment,Carmen Marc Valvo,61049,3.985405006,"Carmen Marc Valvo is an American designer who specializes in evening-wear and high-end cocktail dresses for a line of the same name, which was founded in 1989",158
Spanish,Sports,Malia Jones,60552,3.980326015,Malia Jones  is an American model and surfer,44
Spanish,Sports,Jonathan Borrajo,60342,3.978167422,Jonathan Borrajo  is an American soccer player of Spanish heritage who currently plays for Fort Lauderdale Strikers in the NASL,127
Spanish,Military,Santos Benavides,60294,3.977672975,Santos Benavides  was a Confederate colonel during the American Civil War,73
Spanish,Arts/Entertainment,Carlos PenaVega,59314,3.967491016,Carlos Roberto PenaVega  is an American actor and singer,56
Spanish,Arts/Entertainment,Patricia Medina,59163,3.965907222,Patricia Paz Maria Medina  was an English actress,49
Spanish,Arts/Entertainment,Mila J,58818,3.962273396,"Jamila Akiko Aba Chilombo , better known as Mila J, is an American singer, songwriter, rapper, and dancer",105
Spanish,Sports,Rachel McLish,58657,3.960570311,"Rachel Livia Elizondo McLish  is an American female bodybuilding champion, actress, and author",94
Spanish,Government,Manuel Real,58365,3.957469523,Manuel Lawrence Real  is a judge of the U,41
Spanish,Arts/Entertainment,Bitsie Tulloch,58300,3.956777169,"Elizabeth Tulloch , known professionally as Bitsie Tulloch, is an American actress",82
Spanish,Arts/Entertainment,Camile Velasco,58046,3.954064238,"Ciara-Camile Roque Velasco  known by her stage name Eli-Mac is a Filipino American singer and came in ninth place on the third season of the reality/talent-search television series, American Idol",195
Spanish,Government,Sheriff,57967,3.953218032,"In principle, a sheriff is a legal official with responsibility for a ""shire"", i",80
Spanish,Business/Technology,Rodolfo Valentin,57894,3.952435068,Rodolfo Valentin  is a New York City hairdresser and entrepreneur,65
Spanish,Government,Tomas Avila Sanchez,57458,3.947738083,"Tomas Avila Sanchez , soldier, sheriff and public official, was on the Los Angeles County, California, Board of Supervisors and was a member of the Los Angeles Common Council, the legislative branch of the city",210
Spanish,Arts/Entertainment,Matthew Santos,57453,3.947684012,"Matthew Santos is an American rock and folk singer-songwriter, musician and painter",83
Spanish,Sports,Chris Gimenez,57369,3.946774915,Christopher Paul Gimenez  is an American professional baseball catcher in the Texas Rangers organization,104
Spanish,Government,Page Cortez,57107,3.943930825,"Patrick Page Cortez, known as Page Cortez , is a businessman from Lafayette, Louisiana, who is a Republican member of the Louisiana State Senate from District 23",161
Spanish,Academia/Science,Ernest Fenollosa,56497,3.937258209,"Ernest Francisco Fenollosa  was an American art historian of Japanese art, professor of philosophy and political economy at Tokyo Imperial University",149
Spanish,Arts/Entertainment,Irvan Perez,56438,3.936609008,"Irván J  Pérez , who was sometimes known as ""Pooka"", was an American Isleño décima singer and woodcarver, as well as a leading advocate for the language and culture of the Isleños of Louisiana",192
Spanish,Sports,Matt Diaz,56335,3.935474028,Matthew Edward Diaz  is an American former professional baseball outfielder,75
Spanish,Religion,Eusebius J. Beltran,56108,3.932965322,Eusebius Joseph Beltran  is an American prelate,47
Spanish,Government,Sean Reyes,55617,3.927504102,Sean D  Reyes is the 21st Attorney General of Utah,50
Spanish,Arts/Entertainment,Charlyne Yi,55523,3.926453076,"Charlyne Amanda Yi  is an American actress, comedian, musician, and writer",74
Spanish,Government,Ezequiel Cabeza De Baca,55295,3.923896369,Ezequiel Cabeza De Baca  was the first Hispano elected for office as Lieutenant Governor in New Mexico's first election,119
Spanish,Business,Eulogio F. de Celis,55021,3.920809852,"Eulogio F  de Celis was the predominant landowner in the San Fernando Valley section of Los Angeles, California, in the mid-19th Century, a member of the Los Angeles Common Council and a newspaper publisher",206
Spanish,Sports,Midajah,54984,3.920391882,"Melinda Midajah McCullum  is an American personal trainer, fitness model and former professional wrestling manager, better known by her ring name, Midajah",154
Spanish,Business/Technology,Joseph A. Unanue,54823,3.918569867,Joseph Andrew Unanue  was the president of the Unanue family,60
Spanish,Arts/Entertainment,Ashli Orion,54739,3.917617126,Ashli Orion  is the stage name of an American pornographic actress,66
Spanish,Academia/Science,Alberto Rivera,54690,3.917060684,Alberto Magno Romero Rivera  was an anti-Catholic religious activist who was the source of many of the conspiracy theories about the Vatican espoused by fundamentalist Christian author Jack Chick,195
Spanish,Media/Journalism,Craig Rivera,54434,3.914145431,"Craig Rivera  is an American television journalist, producer, and correspondent for Fox News Channel",100
Spanish,Arts/Entertainment,Constance Bennett,54140,3.910780483,Constance Campbell Bennett  was an American actress,51
Spanish,Arts/Entertainment,Alanna Ubach,54139,3.910769007,Alanna Noel Ubach  is an American actress,41
Spanish,Government,Juan Verde,53457,3.902892207,"Juan Verde Suárez  is a business and Spanish social entrepreneur who worked on the political campaigns of Senator Ted Kennedy, President Bill Clinton, Vice President Al Gore, Senator John Kerry, and Secretary of State Hillary Clinton, besides of serving as International Co-Chair for the reelection campaign of President Barack Obama in 2012",341
Spanish,Arts/Entertainment,Antonio Moreno,53147,3.899278564,"Antonio ""Tony"" Moreno  was a Spanish-born American actor and film director of the silent film era and through the 1950s",119
Spanish,Arts/Entertainment,Jonny Diaz,52775,3.894914267,"Jonathan Adam ""Jonny"" Diaz  is an American contemporary Christian pop artist originally from Lakeland, Florida",110
Spanish,Arts/Entertainment,Henry Silva,52307,3.889379795,Henry Silva  is an American film and television actor,53
Spanish,Arts/Entertainment,Nathalia Ramos,52093,3.886832557,Nathalia Norah Ramos Cohen  is a Spanish actress,48
Spanish,Government,Antonio Narbona,51901,3.884538262,"Antonio Narbona  was a Spanish soldier from Mobile, now in Alabama, who fought native American people in the northern part of Mexico  around the turn of the nineteenth century",175
Spanish,Business/Technology,Vicente Martinez Ybor,51799,3.883315963,"Vicente Martinez-Ybor , a Spanish immigrant to the United States, became a noted industrialist and cigar manufacturer first in Cuba, then Key West, and finally Tampa, Florida",174
Spanish,Arts/Entertainment,Olivia O'Lovely,51526,3.880032637,"Olivia O'Lovely  is a former American pornographic actress born in Santa Fe, New Mexico",87
Spanish,Arts/Entertainment,Carlos Bernard,51401,3.878523472,"Carlos Bernard Papierski  is an American actor, best known for his role as Tony Almeida in 24, which he played from 2001 to 2006, and then reprised again in 2009",161
Spanish,Arts/Entertainment,Melanie Iglesias,51334,3.877713048,Melanie Iglesias  is an American model and actress,50
Spanish,Business/Technology,Frank Stephenson,51019,3.873888615,"Frank Stephenson  is an American automobile designer best known for his 2001 design of the award-winning Mini Hatch, and award winning design work at Fiat, Alfa Romeo, Ferrari and McLaren",187
Spanish,Arts/Entertainment,Wenceslao Moreno,50928,3.872779382,"Wenceslao Moreno , better known as Señor Wences, was a Spanish ventriloquist",76
Spanish,Academia/Science,Juan Bautista Rael,50354,3.865736668,"Juan Bautista Rael  was an American ethnographer, linguist, and folklorist who was a pioneer in the study of the people, stories, and language of Northern New Mexico and southern Colorado in the Southwestern United States",221
Spanish,Arts/Entertainment,Chrishell Stause,50325,3.865378724,"Terrina Chrishell Stause  is an American actress, best known for her television roles as Amanda Dillon on All My Children and Jordan Ridgeway on Days of Our Lives",162
Spanish,Arts/Entertainment,Camille Guaty,50238,3.864303654,Camille Guaty  is an American film and television actress,57
Spanish,Business/Technology,Joe A. Guerra,50067,3.862185148,,0
Spanish,Arts/Entertainment,Miguel Arteta,49866,3.859685703,"Miguel Arteta  is a Puerto Rican director of film and television, known for his independent film Chuck &amp; Buck , for which he received the Independent Spirit John Cassavetes Award, and for the films The Good Girl  and Cedar Rapids ",234
Spanish,Arts/Entertainment,Carmencita,48992,3.848699018,Carmencita was a Spanish-style dancer in American pre-vaudeville variety and music-hall ballet,94
Spanish,Media/Journalism,George Rabasa,48833,3.846679241,George Rabasa  is an American writer and author of four novels and a short story collection,91
Spanish,Arts/Entertainment,Liza Lapira,48649,3.844333664,Liza Lapira  is an American actress,35
Spanish,Arts/Entertainment,Paul Sanchez,48305,3.83992456,Paul Sanchez is a New Orleans-born and based American guitarist and a singer-songwriter,87
