Source Country,Name,Field Of Influence,Generation,Influence,Description
China,Laura Ling,Arts/Entertainment,First Generation,72331,Laura G  Ling  is an American journalist and writer
China,Harry Wu,Other,First Generation,72068,Harry Wu  is Chinese human rights activist
China,Amy Chua,Government,First Generation,71434,"Amy L  Chua , is an American lawyer, writer, and legal scholar"
China,Fred Chang,Business/Technology,First Generation,71233,
China,Leon Chua,Other,First Generation,70745,"Leon Ong Chua  is an IEEE Fellow and a professor in the electrical engineering and computer sciences department at the University of California, Berkeley, which he joined in 1971"
China,Martin Yan,Arts/Entertainment,First Generation,70242,Martin Yan  is a Chinese-born Hong Kong-American chef and food writer
China,Ivana Hong,Sports,First Generation,69082,Ivana Hong  is an American artistic gymnast
China,Andrew Yao,Other,Second Generation or Higher,68851,Andrew Chi-Chih Yao  is a Chinese American computer scientist and computational theorist
China,Daniel Chee Tsui,Other,First Generation,68445,Daniel Chee Tsui  is a Chinese-born American physicist whose areas of research included electrical properties of thin films and microstructures of semiconductors and solid-state physics
China,Ken Hom,Arts/Entertainment,First Generation,68145,"Ken Hom OBE  is an American-born Chinese chef, author and television-show presenter for the BBC"
China,Vienna Teng,Arts/Entertainment,Second Generation or Higher,67887,"Cynthia Yih Shih , better known by her stage name Vienna Teng, is a Taiwanese American pianist and singer-songwriter based in Detroit, Michigan"
China,Yitang Zhang,Other,First Generation,67511,"Yitang ""Tom"" Zhang  is a Chinese-born American mathematician working in the area of number theory"
China,Greg Tseng,Business/Technology,First Generation,67507,"Greg Yuchang Tseng  is an American Internet entrepreneur who was born in Taipei, Taiwan, and raised in Washington, Virginia"
China,Frank H. Wu,Other,Second Generation or Higher,67112,"Frank H  Wu  is a law professor, author, and public intellectual"
China,Ann Lee,Other,First Generation,66702,"Mother Ann Lee  was the leader of the United Society of Believers in Christ's Second Appearing, or Shakers"
China,Lanhee Chen,Government,First Generation,66477,"Lanhee J  Chen  is the David and Diane Steffy Research Fellow at the Hoover Institution, Director of Domestic Policy Studies and Lecturer in the Public Policy Program at Stanford University, and Lecturer in Law at Stanford Law School"
China,Jennifer 8. Lee,Arts/Entertainment,First Generation,65267,Jennifer 8  Lee   is an American journalist who previously worked for The New York Times
China,Shien Biau Woo,Government,First Generation,64844,
China,Andrew Lih,Other,Second Generation or Higher,64335,"Andrew Lih  is a Chinese American new media researcher, consultant and writer, as well as an authority on both Wikipedia and internet censorship in the People's Republic of China"
China,Alfred Lin,Business/Technology,First Generation,64075,Alfred Lin is an American venture capitalist at Sequoia Capital
China,Malese Jow,Arts/Entertainment,First Generation,63909,Malese Jow  is an American actress and singer-songwriter
China,Kim Ng,Business/Technology,First Generation,63546,Kim Ng  is an American executive in Major League Baseball
China,Jason Wu,Arts/Entertainment,Second Generation or Higher,63466,Jason Wu  is a Taiwanese Canadian fashion designer based in New York City
China,Justin Lo,Arts/Entertainment,First Generation,63429,"Justin Lo  is a Hong Kong American singer-songwriter, actor and record producer working in Hong Kong"
China,Maxine Hong Kingston,Literature,First Generation,63399,"Maxine Hong Kingston  is a Chinese American author and Professor Emerita at the University of California, Berkeley, where she graduated with a BA in English in 1962"
China,Rudy Gunawan,Sports,First Generation,63378,Rudy Gunawan   is a well-known Indonesian badminton player in the era of the late 1980s and early 1990s
China,Allan Fung,Government,First Generation,62558,"Allan W  Fung   is an American attorney, politician and member of the Republican Party who has served as the Mayor of Cranston, Rhode Island since 2009 and is the Republican nominee for Governor of Rhode Island in the 2014 election"
China,Anna Sui,Arts/Entertainment,First Generation,62274,Anna Sui  is an American fashion designer
China,Li Lu,Business/Technology,First Generation,62037,"Li Lu  is a Chinese-born American investment banker, investor and fund manager based in the United States"
China,Weili Dai,Business/Technology,First Generation,61969,Weili Dai  is president and co-founder of Marvell Technology Group
China,Edward Lu,Other,Second Generation or Higher,61526,"Edward Tsang ""Ed"" Lu  is a U"
China,Ming Tsai,Arts/Entertainment,Second Generation or Higher,61243,"Ming Tsai  is an American restaurateur, television personality, and celebrity chef of fusion cuisine"
China,Tyson Beckford,Arts/Entertainment,First Generation,61086,"Tyson Beckford  is an American fashion model and actor, best known as a Ralph Lauren Polo model"
China,Susan C. Lee,Government,First Generation,60862,Susan Clair Lee  is a member of the Maryland State Senate
China,Ha Jin,Literature,First Generation,60646,J_n Xu_f_i  is a contemporary Chinese-American poet and novelist using the pen name Ha Jin 
China,Betty Ong,Other,First Generation,59982,"Betty Ann Ong  was an American flight attendant onboard American Airlines Flight 11 when it was hijacked and flown into the North Tower of the World Trade Center in New York City, as part of the September 11 attacks"
China,Marilyn Chin,Literature,First Generation,59911,"Marilyn Chin  is a prominent Chinese American  poet and writer, an activist  and feminist   , an editor and Professor of English"
China,John S. Chen,Business/Technology,First Generation,59816,John S  Chen  is the CEO of BlackBerry Ltd
China,Dolly M. Gee,Government,First Generation,59767,Dolly Maizie Gee  is a United States district judge on the United States District Court for the Central District of California
China,Steve Chen,Business/Technology,First Generation,59340,"Steven Shih ""Steve"" Chen  is a Taiwanese-born American internet entrepreneur"
China,Harry Shum,Arts/Entertainment,First Generation,58902,"Heung-Yeung ""Harry"" Shum  is Executive Vice President, Technology &amp; Research at Microsoft"
China,Bright Sheng,Arts/Entertainment,First Generation,58864,"Bright Sheng  is a Chinese-American composer, conductor, and pianist"
China,JuJu Chan,Arts/Entertainment,First Generation,58186,"JuJu Chan  is a Hong Kong-born American actress, singer, Taekwon-Do  Athlete, and Kung Fu Star"
China,Frank Shu,Other,First Generation,58151,"Frank Shu , is an American astrophysicist, astronomer and author"
China,Ted Chiang,Literature,First Generation,58101,Ted Chiang  is an American science fiction writer
China,Mun Charn Wong,Business/Technology,First Generation,57769,Mun Charn Wong  was an American businessman
China,Portia Li,Arts/Entertainment,First Generation,57189,"Portia Li  is a senior reporter in the Millbrae, California office of the World Journal, the largest Chinese-language newspaper in the United States"
China,Liu Yifei,Arts/Entertainment,Second Generation or Higher,57057,"Liu Yifei , birth name An Feng , legal name Liu Ximeizi , is a Chinese actress, model and singer"
China,Shannon Lee,Arts/Entertainment,First Generation,56744,"Shannon Emery Lee  is an American actress, martial artist and businesswoman"
China,Judy Yung,Literature,First Generation,56592,"Judy Yung  is professor emerita in American Studies at the University of California, Santa Cruz"
China,Tiffany Chin,Sports,Second Generation or Higher,56565,Audrey Tiffany Chin  is an American figure skater
China,Janet Hsieh,Arts/Entertainment,First Generation,56414,"Janet Hsieh  is a Taiwanese-American television personality, violinist, author, and model based in Taipei, Taiwan"
China,Chiang Nan,Arts/Entertainment,First Generation,55869,"Henry Liu , often known by his pen name Chiang Nan , was a writer and journalist from Taiwan, Republic of China"
China,Feodor Chin,Arts/Entertainment,First Generation,55799,"Feodor Chin  is an American actor, writer and director"
China,Ken Leung,Arts/Entertainment,First Generation,55702,"Kenneth ""Ken"" Leung  is an American actor who is best known for his role as Miles Straume in the ABC television series Lost and roles in such films as Shanghai Kiss, Rush Hour, X-Men: The Last Stand, and Saw"
China,Gwendoline Yeo,Arts/Entertainment,Second Generation or Higher,55597,"Gwendoline See-Hian Yeo  is a Singaporean-born American actress, and musician, best known for her recurring guest-star role as Xiao-Mei in the hit television series Desperate Housewives, and as Dr"
China,Peter Koo,Government,First Generation,55513,Peter Koo  is a New York City-based American politician
China,Huping Ling,Other,First Generation,55509,"Huping Ling   is a Professor of History, the founder of the Asian Studies Program, and the past department chair at Truman State University"
China,Michelle Krusiec,Arts/Entertainment,First Generation,55404,"Michelle J  Krusiec  is a Taiwanese American actress, writer and producer"
China,Min Chiu Li,Other,Second Generation or Higher,55156,Min Chiu Li  was a Chinese-American oncologist and cancer researcher
China,Wong Chin Foo,Other,First Generation,54826,"Wong Chin Foo  was a Chinese-American activist, journalist, lecturer, and writer, one of the most prolific Chinese writers in the San Francisco press of the 19th century"
China,Yishan Wong,Business/Technology,First Generation,54801,"Yishan Wong  is the former CEO of Reddit, a co-founder at Mountain View coworking space Sunfire Offices, and an advisor at Quora"
China,Thomas W. Chinn,Other,Second Generation or Higher,54796,Thomas Withers Chinn  was a member of the U
China,Yiyun Li,Literature,First Generation,54786,Yiyun Li   is a Chinese American writer
China,Xiaodong Wang,Other,First Generation,54708,Xiaodong Wang  is a Chinese-born American biochemist best known for his work with cytochrome c
China,Jason Scott Lee,Arts/Entertainment,First Generation,54426,Jason Scott Lee  is an American actor and martial artist
China,Goh Choo San,Arts/Entertainment,First Generation,54236,"Goh Choo San , ballet dancer and choreographer, was son of Kim Lok Goh, a merchant, and Siew Han Chêng"
China,Gerald Tsai,Business/Technology,First Generation,54173,
China,Wayne Lo,Other,First Generation,53984,"Wayne Lo  is a Taiwanese-born American murderer who perpetrated the shooting at Simon's Rock College of Bard on December 14, 1992, in Great Barrington, Massachusetts"
China,Laurence Yep,Literature,First Generation,53758,"Laurence Michael Yep  is a prolific Chinese-American writer, best known for children's books"
China,May Sun,Arts/Entertainment,Second Generation or Higher,53488,May Sun  is a Los Angeles-based artist known primarily for her public art projects
China,Kristina Wong,Arts/Entertainment,First Generation,53454,"Kristina Wong is an American comedian known primarily for her work as a solo theater performer, artist and actor"
China,Him Mark Lai,Other,First Generation,53382,"Him Mark Lai   was an internationally renowned activist and historian of Chinese America, a highly respected leader of the community, and prolific writer"
China,James Yee,Military,First Generation,53325,James J  Yee   is an American former United States Army chaplain with the rank of captain
China,Chuti Tiu,Arts/Entertainment,First Generation,52782,"Chuti Tiu is an American actress of Chinese, Filipina and Spanish descent"
China,Mel Chin,Arts/Entertainment,First Generation,52760,Mel Chin  is a conceptual visual artist
China,Al Young,Arts/Entertainment,First Generation,52667,"Al Young  is an American poet, novelist, essayist, screenwriter, and professor"
China,Mark Chung,Sports,First Generation,52633,Mark Chung is an American former soccer midfielder who played ten seasons in Major League Soccer
China,Wayne Wang,Arts/Entertainment,Second Generation or Higher,52563,Wayne Wang  is a Hong Kong-born American film director
China,Russell Wong,Arts/Entertainment,First Generation,52553,Russell Girard Wong  is an American actor as well as the brother of actor/model Michael Wong
China,Ed Wang,Sports,Second Generation or Higher,52356,Edward Kai Wang  is an American football offensive tackle who is currently a free agent
China,Wilma Chan,Government,First Generation,52220,Wilma Chan  is a politician in California serving on the Alameda County Board of Supervisors
China,Adeline Yen Mah,Literature,Second Generation or Higher,52090,Adeline Yen Mah  is a Chinese-American author and physician
China,Sheryl WuDunn,Arts/Entertainment,First Generation,52055,"Sheryl WuDunn  is an American business executive, writer, lecturer, and Pulitzer Prize winner"
China,An Wang,Business/Technology,First Generation,51919,"Dr  An Wang  was a Chinese American computer engineer and inventor, and co-founder of computer company Wang Laboratories, which was known primarily for its dedicated word processing machines"
China,Archie Kao,Arts/Entertainment,First Generation,51561,Archie David Kao  is an American actor
China,Yung Wing,Other,Second Generation or Higher,51413,Yung Wing  was the first Chinese student to graduate from a United States university 
China,Michaela Conlin,Arts/Entertainment,First Generation,51361,"Michaela Conlin  is an American actress, best known for her role as Angela Montenegro on the Fox crime procedural comedy-drama Bones"
China,Min Chueh Chang,Other,Second Generation or Higher,51336,"Dr  Min Chueh Chang , often credited as M"
China,Morgan Chu,Government,First Generation,51078,"Morgan Chu , an intellectual property attorney, is one of the first Asian Americans to lead a major U"
China,Norman Bay,Government,First Generation,50903,Norman C  Bay  is a former United States Attorney for the District of New Mexico
China,William Wang,Business/Technology,First Generation,50809,William Wang is a Taiwanese-born American entrepreneur
China,Flora Chan,Arts/Entertainment,First Generation,50714,Flora Chan Wai-Shan was born in 30 May 1970 in Hong Kong
China,Zhou Long,Arts/Entertainment,Second Generation or Higher,50565,Zhou Long  is a Pulitzer-prize-winning Chinese American composer
China,Kevin Tan,Sports,First Generation,50558,"Kai Wen ""Kevin"" Tan  is an American artistic gymnast"
China,Peidong Yang,Other,First Generation,50490,Peidong Yang  is a Chinese-born American chemist and material scientist
China,Dawen,Arts/Entertainment,Second Generation or Higher,50476,"Dawen , is an American born Mandopop singer-songwriter"
China,Christine Chen,Arts/Entertainment,First Generation,50463,"Christine L  Chen is a two-time Emmy Award winning American journalist, author of ""Happy-Go-Yoga"", certified Yoga instructor, and founder of Christine Chen Yoga"
China,Ronald Lew,Government,Second Generation or Higher,50286,
China,Mimi So,Arts/Entertainment,Second Generation or Higher,50175,"Mimi So is a New York City based jewelry designer, known for a ""distinctive and definitive fashion vibe"" and a large celebrity clientele"
China,Taylor Wang,Other,First Generation,50120,"Taylor Gun-Jin Wang   is an American scientist and in 1985, became the first ethnic Chinese person to go into space"
China,Tyson Mao,Other,First Generation,49968,"Tyson Mao , is an American Rubik's Cube solver"
China,Brian Sun,Government,First Generation,49841,Brian Sun is an American trial lawyer and partner of the law firm Jones Day in the Los Angeles office
China,Yuet Wai Kan,Other,First Generation,49754,"Yuet Wai Kan FRS  , is a Canadian and American medical scientist and physician"
China,Kenneth Tse,Arts/Entertainment,First Generation,49615,Kenneth Tse ___  is a Chinese American classical saxophonist
China,Sewell Chan,Arts/Entertainment,First Generation,49587,Sewell Chan is an American journalist
China,Frank Chin,Literature,First Generation,49508,Frank Chin   is an American author and playwright
China,Jade Snow Wong,Literature,Second Generation or Higher,49134,Jade Snow Wong   was a Chinese American ceramic artist and author of two memoirs
China,Gish Jen,Literature,First Generation,49124,"Gish Jen, born Lillian Jen  in 1955, is a contemporary American writer"
China,Lynn Chen,Arts/Entertainment,First Generation,49039,Lynn Chen  is an American actress
China,Kaity Tong,Arts/Entertainment,Second Generation or Higher,48914,Kaity Tong  is a Chinese-born American broadcast journalist
China,Welly Yang,Arts/Entertainment,First Generation,48865,"Wellington ""Welly"" Yang  is a real estate developer and designer, specializing in the development, redevelopment, and repositioning of luxury single-family, multi-family residential, condominiums, and commercial real estate"
China,Henry C. Lee,Other,Second Generation or Higher,48379,"Dr  Henry Chang-Yu Lee  , is a Chinese-born American forensic scientist"
China,Marie Matiko,Arts/Entertainment,First Generation,48348,Marie Matiko  is an American actress
China,Garrett Wang,Arts/Entertainment,First Generation,47002,Garrett Richard Wang   is an American actor
China,Tyrus Wong,Arts/Entertainment,First Generation,46912,Tyrus Wong  is a Chinese-born American artist 
China,Robin Shou,Arts/Entertainment,Second Generation or Higher,46850,"Shou Wan Por , known professionally as Robin Shou, is a Hong Kong martial artist and actor"
China,Xu Xi,Literature,First Generation,46697,"Xu Xi , originally named Xu Su Xi , is an English language novelist from Hong Kong"
China,Kai Huang,Business/Technology,First Generation,46562,RedOctane was an American electronic entertainment company perhaps best known for producing the Guitar Hero series beginning in November 2005
China,Lisa See,Literature,Second Generation or Higher,46540,Lisa See is an American writer and novelist
China,Hazel Ying Lee,Military,First Generation,46298,Hazel Ying Lee  was a Chinese-American pilot who flew for the U
China,Louis Ozawa Changchien,Arts/Entertainment,First Generation,46170,"Louis Ozawa Changchien  is an American actor, best known for his role in the 2010 film Predators and 2012 The Bourne Legacy"
China,Paul Tseng,Other,First Generation,46071,"Paul Tseng was a Taiwanese-born American and Canadian applied mathematician and a professor at the Department of Mathematics at the University of Washington, in Seattle, Washington"
China,Esther Eng,Arts/Entertainment,First Generation,45988,"Esther Eng September 24, 1914 "
China,Mark Foo,Sports,Second Generation or Higher,45976,Mark Sheldon Foo  was a professional surfer
China,Kjell N. Lindgren,Other,First Generation,45851,Kjell Norwood Lindgren is a current NASA astronaut
China,Tung Hua Lin,Other,First Generation,45810,Tung Hua Lin  was a Chinese-American aerospace and structural engineer best known for designing China's first twin engine aircraft during World War II
China,Miranda Kwok,Arts/Entertainment,First Generation,45700,"Miranda Kwok is an actress, screenwriter and film producer born in Toronto, Ontario, Canada"
China,Sherman Wu,Other,First Generation,45632,"Sherman Hsiu-huang Wu  was an American social activist and a former professor, whose experiences at Northwestern University brought the issue of discrimination against Asian Americans to the fore"
China,Jean Kwok,Literature,Second Generation or Higher,45341,Jean Kwok is a contemporary Chinese American writer and the author of the national bestseller Girl in Translation
China,Eugenia Yuan,Arts/Entertainment,First Generation,45281,Eugenia Yuan  is an actress
China,Goo Kim Fui,Government,First Generation,45253,"Goo Kim Fui  was a prosperous and influential Chinese merchant, community leader, and philanthropist"
China,Coral Wong Pietsch,Military,First Generation,45188,Coral Wong Pietsch  was a Brigadier General in the United States Army Reserve
China,Joyce Kennard,Government,First Generation,44547,Joyce Luther Kennard  is a former Associate Justice of the Supreme Court of California
China,Ping Tom,Business/Technology,First Generation,44147,Ping Tom   was an American businessman and civic leader in Chicago
China,Larissa Lam,Arts/Entertainment,First Generation,44029,"Larissa Lam is a singer, songwriter, Chinese American talk show host, music executive, actress, and producer from Diamond Bar, California"
China,Anchee Min,Literature,First Generation,43877,Anchee Min or Min Anqi  is a Chinese-American author who lives in San Francisco and Shanghai
China,Ben Chiu,Business/Technology,First Generation,43831,Benjamin Chiu  is a Taiwanese-born American and Canadian computer programmer and entrepreneur
China,Ming C. Lin,Other,First Generation,43675,"Ming C  Lin is an American computer scientist, the John R"
China,Jessika Van,Arts/Entertainment,Second Generation or Higher,43674,"Jessika Van is an Asian American actress, as well as singer-songwriter, pianist and dancer"
China,Mynette Louie,Arts/Entertainment,First Generation,43594,Mynette Louie is an American film producer and winner of the 2013 Independent Spirit Awards Piaget Producers Award
China,Dan Lin,Business/Technology,First Generation,43509,Dan Lin  is a Taiwanese-born American film producer
China,George H. King,Government,First Generation,43480,George H  King  is the Chief Judge for the United States District Court for the Central District of California
China,Ke Huy Quan,Arts/Entertainment,First Generation,43428,Jonathan Luke Ke Huy Quan  is a Vietnamese-born American actor
China,John Lone,Arts/Entertainment,First Generation,43332,John Lone  is a Hong Kong-born American actor
China,Phillip Lim,Arts/Entertainment,First Generation,43258,Phillip Lim  is an American fashion designer of Chinese descent
China,Carol Lin,Arts/Entertainment,Second Generation or Higher,43242,"Carol Lin is an American journalist, best known as the first television news anchor to break the news to a worldwide audience of the terrorist attacks on the United States on September 11, 2001, reporting for CNN"
China,Tze Chun,Arts/Entertainment,First Generation,43177,Tze Chun  is an award-winning American film director and writer
China,Ming Chin,Government,Second Generation or Higher,42845,Ming William Chin  is an Associate Justice of the Supreme Court of California
China,Vivienne Tam,Arts/Entertainment,First Generation,42808,Vivienne Tam  is a fashion designer based in New York City
China,Veronica De La Cruz,Arts/Entertainment,First Generation,42774,Veronica De La Cruz  is an American television news anchor
China,Melissa Ng,Arts/Entertainment,First Generation,42628,Melissa Ng Mei-hang  is a semi-retired China-born Hong Kong television actress
China,Joanna Wang,Arts/Entertainment,Second Generation or Higher,42398,"Joanna Wang  is a Taiwanese-American singer-songwriter, daughter of renowned music producer Wang Zhi-ping "
China,Celina Jade,Arts/Entertainment,Second Generation or Higher,42199,"Celina Jade , is a Chinese[citation needed] American actress, model, and singer"
China,Mae Yih,Government,First Generation,42194,"Mae Yih , is a former member of both houses of the legislature of the U"
China,Dan Kwong,Arts/Entertainment,First Generation,42047,"Dan Kwong is an American performance artist, writer, teacher and visual artist"
China,Victoria Chang,Literature,First Generation,41929,Victoria Chang is an American poet and writer
China,David Wong Louie,Literature,Second Generation or Higher,41774,David Wong Louie  is an American writer of novels and short stories
China,Lew Hing,Business/Technology,First Generation,41748,Lew Hing   was a Chinese-born American industrialist
China,Shawn Wong,Literature,First Generation,41679,"Shawn Hsu Wong  is an author and Professor of English and former Director of the University Honors Program , Chair of the Department of English , and Director of the Creative Writing Program  at the University of Washington where he has been on the faculty since 1984"
China,Raymond Kwok Chow,Other,First Generation,41668,"Raymond Chow Kwok-cheung ; born 1960), nicknamed ""Shrimp Boy"", is a Hong Kong-born American criminal with ties to a San Francisco Chinatown street gang and an organized crime syndicate, including the American branch of the Hong Kong-based triad Wo Hop To and the Hop Sing Boys"
China,Sam Chang,Business/Technology,First Generation,41104,Shan Leong  Chang is an American businessman
China,Tom Y. Chan,Business/Technology,First Generation,41008,Tom Young Chan Chinese: __; pinyin: T_n Z_n  was an American businessman and civic leader
China,Alex Wan,Government,First Generation,40909,Alex Si-chi Wan  is an American politician
China,Byron Mann,Arts/Entertainment,Second Generation or Higher,40800,Byron Mann  is an actor who has made films in both Hollywood and Asia
China,Vern Yip,Arts/Entertainment,First Generation,40768,"Vern Yip  is an American interior designer based in Atlanta, Georgia"
China,William F. Lee,Government,First Generation,40567,William F  Lee  is a leading American intellectual property and commercial litigation trial attorney
China,Choh Hao Li,Other,First Generation,40455,Choh Hao Li    was a Chinese-born U
China,Andrew Cherng,Business/Technology,First Generation,40113,"Andrew Cherng , born in 1948, is a Chinese-born American restauranteur and philanthropist"
China,T. V. Carpio,Arts/Entertainment,First Generation,39944,
China,Kiana Tom,Arts/Entertainment,First Generation,39911,"Kiana Tom  is a television host, fitness expert, author, actress, and businesswoman"
China,William C. Hsiao,Other,First Generation,39890,"William C  Hsiao   an American economist, is the K"
China,Yiaway Yeh,Government,Second Generation or Higher,39603,"Yiaway Yeh  is former city councilmember and mayor of Palo Alto, California"
China,Lisa Wang,Sports,First Generation,39594,Lisa Wang  was an American rhythmic gymnast
China,Jessica Yu,Arts/Entertainment,First Generation,39385,"Jessica Lingmin Yu  is an American film director, writer, producer, and editor"
China,Jeff Yang,Arts/Entertainment,Second Generation or Higher,39336,"Jeff Yang is an American writer, journalist, businessman, and business/media consultant who writes the ""Tao Jones"" column for the Wall Street Journal"
China,Grace Wong,Arts/Entertainment,First Generation,39220,Grace Wong Kwan-hing  is a Hong Kong television actress
China,China Chow,Arts/Entertainment,First Generation,39111,China Chow  is an English actress and model
China,Lara Veronin,Arts/Entertainment,Second Generation or Higher,39004,"Lara Veronin , more frequently known as Lara Liang simplified Chinese: ___; traditional Chinese: ___; pinyin: Li_ng X_nyê;, is a Russian-Taiwanese-American musician"
China,Shing,Other,First Generation,38850,"The Shing are a fictional alien race, in the Hainish Cycle of novels and short stories of the science fiction writer Ursula K"
China,John C. Young,Military,First Generation,38750,"John Chew Young , Chinese American, was born in San Jose, California"
China,Malinda Lo,Literature,Second Generation or Higher,38732,"Malinda Lo is an American writer of young adult novels including Ash, Huntress, Adaptation, and Inheritance"
China,Peter Som,Arts/Entertainment,First Generation,38701,"Peter Som  is an American fashion designer, born and raised in the San Francisco Bay Area"
China,Catalina Yue,Arts/Entertainment,First Generation,38673,"Catalina Yue  is a Canadian and American singer, songwriter, actress, model and businesswoman"
China,Bette Bao Lord,Literature,First Generation,38569,Bette Bao Lord  is a Chinese American writer and civic activist for human rights and democracy
China,Aaron Shang,Arts/Entertainment,Second Generation or Higher,38550,Aaron Shang is a teenage Chinese American actor and singer
China,Frances Yao,Other,First Generation,38533,Frances Foong Yao  is a Chinese-born American computer scientist
China,Lan Samantha Chang,Literature,First Generation,38483,"Lan Samantha Chang , born 1965, is an American writer of novels and short stories"
China,Roger Fan,Arts/Entertainment,First Generation,38315,"Roger Fan is an American actor of film, theatre and episodic television best known for his collaborations with Justin Lin and his appearances in the films Annapolis, Finishing the Game and Better Luck Tomorrow"
China,March Fong Eu,Government,First Generation,38305,March Kong Fong Eu  is an American politician of the Democratic Party
China,Ching Chun Li,Other,First Generation,38130,Ching Chun Li  was a respectable American population geneticist and human geneticist
China,Will Tiao,Arts/Entertainment,First Generation,38003,Will Tiao  is a Taiwanese American actor and producer
China,Helen Zia,Other,First Generation,37903,Helen Zia  is an American journalist and scholar who has covered Asian American communities and social and political movements for decades
China,Eric Liu,Literature,Second Generation or Higher,37733,Eric P  Liu  is an American writer and founder of Citizen University
China,Derek Lam,Arts/Entertainment,Second Generation or Higher,37554,"Derek Lam is an American fashion designer, known for using pretty, feminine fabrics combined with clean silhouettes"
China,Helen Wong,Arts/Entertainment,First Generation,37388,"Helen Wong , better known by her stage name Allenina, is an American adult industry performer and adult film director"
China,Freida Lee Mock,Arts/Entertainment,First Generation,37296,"Freida Lee Mock is an American filmmaker, director, screenwriter and producer"
China,Doug Chiang,Arts/Entertainment,First Generation,37242,Doug Chiang  is an American film designer and artist
China,Stephen Z.D. Cheng,Other,First Generation,37041,
China,Roger H. Chen,Business/Technology,First Generation,37008,Roger H  Chen  is a Taiwanese-born American businessman
China,John Tu,Business/Technology,First Generation,37003,John Tu  is a Chinese-born American entrepreneur and philanthropist
China,Mandy Cho,Arts/Entertainment,First Generation,37003,Mandy Cho Man-Lei  is a Hong Kong beauty contestant and television personality
China,Liang May Seen,Other,First Generation,36863,Liang May Seen  was the first woman of Chinese descent to live in Minnesota
China,Sam Chu Lin,Arts/Entertainment,First Generation,36817,"Samuel ""Sam"" Chu-Lin  was an American journalist"
China,Mary Ping,Arts/Entertainment,First Generation,36675,Mary Ping  is an American fashion designer based in New York
China,Robert Chen,Arts/Entertainment,First Generation,36587,Robert Chen  is a Taiwanese-born violinist who is the Concertmaster of the Chicago Symphony Orchestra and Professor of Violin at Roosevelt University
China,Jianlin Cheng,Other,First Generation,36527,"Dr  Jianlin Jack Cheng is an associate professor in the Computer Science Department at the University of Missouri, Columbia"
China,David S. C. Chu,Military,First Generation,36474,
China,Jimmy Ouyang,Arts/Entertainment,First Generation,36437,"Jimmy O  Yang  is a Hong Kong-born Chinese American stand-up comedian, actor, writer"
China,Ben Calhoun,Arts/Entertainment,Second Generation or Higher,36244,Benjamin Chang Calhoun  is an American radio journalist and a producer for the public radio program This American Life
China,Joe Hin Tjio,Other,First Generation,36221,"Joe Hin Tjio , was an Indonesian-American cytogeneticist renowned as the first person to recognize the normal number of human chromosomes"
China,Ben Fee,Literature,Second Generation or Higher,36169,Ben Fee   was a Chinese American writer and labor organizer who rose to prominence in the Chinatowns of San Francisco and New York in the mid-twentieth century
China,Andrew Chou,Arts/Entertainment,First Generation,36122,"Andrew Cho, born May 7, 1990, is an American born Taiwanese songwriter, DJ, producer, and musician"
China,Huajian Gao,Other,First Generation,36093,"Huajian Gao  is a mechanician who is widely known for his contributions to the field of solid mechanics, particularly on the micro- and nanomechanics of thin films, hierarchically structured materials, and cell-nanomaterials interactions"
China,Yin Chang,Arts/Entertainment,Second Generation or Higher,36085,"Yin Chang is an American actress, known for her lead role as Mei Kwan in the 2011 film Prom and her recurring role as Nelly Yuki on The CW's teen drama series Gossip Girl"
China,Jodi Long,Arts/Entertainment,Second Generation or Higher,35870,Jodi Long  is an American actress of Asian descent
China,Nancy Zhou,Arts/Entertainment,First Generation,35863,Nancy Zhou  is an American violinist
China,Perry Chen,Business/Technology,First Generation,35803,"Perry Chen is a New York City-based artist best known for being the creator of the funding platform Kickstarter, which he launched in 2009 along with co-founders Yancey Strickler and Charles Adler"
China,Ping Chong,Arts/Entertainment,First Generation,35686,"Ping Chong  is an American contemporary theater director, choreographer, video and installation artist"
China,Arthur Chin,Military,First Generation,35679,Major Arthur Chin  was a pilot from the United States who participated in the Second Sino-Japanese War
China,Lue Gim Gong,Other,First Generation,35657,Lue Gim Gong  was a Chinese†American horticulturalist
China,Kelvin Han Yee,Arts/Entertainment,Second Generation or Higher,35562,Kelvin Han Yee is an American actor
China,Julia Nickson,Arts/Entertainment,First Generation,35523,Julia Nickson-Soul  is an American actress
China,James Hiroyuki Liao,Arts/Entertainment,Second Generation or Higher,35497,James Hiroyuki Liao is an American-Japanese actor
China,John Chuang,Business/Technology,First Generation,35248,"John Chuang Tiong Choon  is a Singaporean business magnate best known as the co-founder of chocolate confectionery organisation Petra Foods, which is allegedly one of the world's biggest cocoa-producing firms"
China,Anna Chao Pai,Other,First Generation,34995,Anna Chao Pai  is an American geneticist and professor emerita at Montclair State University
China,Ron Chew,Arts/Entertainment,Second Generation or Higher,34968,Ron Chew  is an American consultant and community organizer
China,Ed Lin,Literature,First Generation,34890,Ed Lin is an American writer and novelist
China,Karin Anna Cheung,Arts/Entertainment,First Generation,34628,"Karin Anna Cheung  is an American actress, singer/songwriter, and artist"
China,Tiffany Lam,Arts/Entertainment,Second Generation or Higher,34606,Tiffany Lam or Tiffany Lam Man Lei ___  is a former beauty queen hailing from San Francisco
